,dcID,RID
1827,34023004000d1,623154
1828,34023004100d0,928728
1829,34023004900d0,1232929
1830,34023004800d1,1107562
1831,34023004600d1,621048
1832,34023004500d0,344248
1833,34023004900d1,926502
1834,34023004600d2,792338
1835,34023005000d1,619950
1836,34023004900d2,618563
1837,34023004400d0,619883
1838,34023004900d3,1106130
1839,34023005000d2,753864
1840,34023004900d4,623235
1841,34023005000d3,616586
1842,34023004600d3,1107604
1843,34023004500d1,347999
1844,34023004800d2,616732
1845,34023004000d2,43403
1846,34023005000d4,616586
1847,34023004800d3,616732
1848,34023005000d5,753863
1849,34023000702d0,754502
1850,34023000603d0,174066
1851,34023008800d0,42871
1852,34023000603d1,623050
1853,34023000603d2,349596
1854,34023000702d1,754550
1855,34023000603d3,348308
1856,34023008800d1,349624
1857,34023000702d2,622383
1858,34023000702d3,175525
1859,34023008800d2,622485
1860,34023000404d0,1106091
1861,34023000606d0,1104161
1862,34023000603d4,619709
1863,34023008602d0,1106513
1864,34023008601d2,352137
1865,34023003401d0,1103716
1866,34023003401d1,1103579
1867,34023009200d0,349925
1868,34023007303d1,174099
1869,34023007102d0,174278
1870,34023007102d1,617156
1871,34023003401d2,1233005
1872,34023003401d3,346803
1873,34023007500d0,347852
1874,34023007304d1,345564
1875,34023007500d1,345906
1876,34023007402d0,622606
1877,34023007500d2,622569
1878,34023007600d0,620964
1879,34023008504d1,349016
1880,34023003101d0,928866
1881,34023001002d0,347113
1882,34023001002d1,354116
1883,34023000902d0,618391
1884,34023000802d0,616445
1885,34023001002d2,352730
1886,34023001002d3,343964
1887,34023007000d0,619867
1888,34023006800d0,345141
1889,34023007000d1,622369
1890,34023007000d2,343409
1891,34023008101d0,926100
1892,34023008102d0,623047
1893,34023008101d1,929057
1894,34023008101d2,927930
1895,34023002902d0,862506
1896,34023002902d1,44415
1897,34023003002d1,1232997
1898,34023002902d2,617583
1899,34023003203d1,1106869
1900,34023003002d2,44126
1901,34023002805d0,622864
1902,34025802900d0,1108953
1903,34025802800d0,366209
1904,34025802900d1,48693
1905,34025802900d2,931461
1906,34025802900d3,1234653
1907,34025802700d0,364438
1908,34025802700d1,632258
1909,34025802800d1,626536
1910,34025812000d0,1107942
1911,34025811900d0,1100783
1912,34025812000d1,1112861
1913,34025811900d1,361769
1914,34025807300d0,755768
1915,34025807003d0,792511
1916,34025807003d1,802436
1917,34025807100d0,626420
1918,34025807300d1,626948
1919,34025807003d2,357004
1920,34025812400d0,179969
1921,34025807003d3,792532
1922,34025800900d0,1235568
1923,34025800900d1,362534
1924,34025800900d2,176237
1925,34025800900d3,47388
1926,34025800200d0,360677
1927,34025800800d0,755330
1928,34025800500d0,756349
1929,34025800500d1,632107
1930,34025800500d2,756003
1931,34025808401d0,756091
1932,34025812502d0,931956
1933,34025812501d0,178019
1934,34025802600d0,48695
1935,34025802600d1,629684
1936,34025809901d0,48456
1937,34025809902d0,180234
1938,34025809901d1,178713
1939,34025806300d0,358030
1940,34025806300d1,756140
1941,34025805001d0,356914
1942,34025812200d0,869677
1943,34025805001d1,175874
1944,34025805100d0,356916
1945,34025812200d1,932759
1946,34025805100d1,361681
1947,34025805100d2,356168
1948,34025810004d0,931923
1949,34025810300d0,933206
1950,34025810003d0,361441
1951,34025810003d1,624545
1952,34025810300d1,932810
1953,34025810101d0,368557
1954,34025810300d2,932810
1955,34025803700d0,48913
1956,34025803700d1,364612
1957,34025803700d2,624933
1958,34025811600d0,931613
1959,34025811102d0,1111346
1960,34025811101d0,624410
1961,34025811600d1,357379
1962,34025811502d0,929847
1963,34025810402d0,930696
1964,34025810402d1,930696
1965,34025810900d0,756799
1966,34025810402d2,361837
1967,34025810503d0,369525
1968,34025810501d0,175971
1969,34025810600d0,1281288
1970,34025810401d0,632293
1971,34025810501d1,1113316
1972,34025810600d1,49039
1973,34025811102d1,357277
1974,34025810503d1,625915
1975,34025810501d2,1113471
1976,34025810503d2,1112821
1977,34025810600d2,931623
1978,34025811000d0,46520
1979,34025810900d1,1234260
1980,34025810401d1,363560
1981,34025810502d0,630413
1982,34025810401d2,368127
1983,34025810402d3,628733
1984,34025810600d3,628363
1985,34025810502d1,631879
1986,34025810900d2,1110195
1987,34025810503d3,47487
1988,34025808600d0,629277
1989,34025802100d0,1281170
1990,34025802100d1,755364
1991,34025802300d0,368081
1992,34025802300d1,365211
1993,34025802300d2,50967
1994,34025802100d2,624025
1995,34025802400d0,1234553
1996,34025800100d0,366142
1997,34025812100d0,366146
1998,34025803300d0,176907
1999,34025803202d0,626199
2000,34025803300d1,358882
2001,34025803300d2,365579
2002,34025803201d0,931800
2003,34025811200d0,631450
2004,34025811200d1,1281303
2005,34025811200d2,1235324
2006,34025811200d3,1235662
2007,34025811402d0,1281303
2008,34025801600d0,929988
2009,34025801600d1,755380
2010,34025801600d2,365553
2011,34025802000d0,47504
2012,34025801900d0,755428
2013,34025802000d1,792492
2014,34025802000d2,364502
2015,34025802000d3,624022
2016,34025800900d4,631588
2017,34025800400d0,630588
2018,34025801500d0,368142
2019,34025801500d1,175838
2020,34025801500d2,930276
2021,34025801500d3,359033
2022,34025801500d4,627181
2023,34025801500d5,630132
2024,34025804200d0,356893
2025,34025804200d1,629771
2026,34025805800d0,359213
2027,34025805700d0,49011
2028,34025805800d1,368471
2029,34025805600d0,361983
2030,34025805400d0,366760
2031,34025805400d1,627046
2032,34025805900d0,630393
2033,34025805900d1,364931
2034,34025806000d0,628236
2035,34025806000d1,1234673
2036,34025810200d0,932814
2037,34025810003d2,631887
2038,34025810004d1,756308
2039,34025810001d0,1108231
2040,34025810003d3,625154
2041,34025810004d2,632536
2042,34025810001d1,628528
2043,34025810200d1,49438
2044,34025810102d0,628392
2045,34025810200d2,930911
2046,34025810102d1,627294
2047,34025810001d2,356341
2048,34025810200d3,1111352
2049,34025810102d2,363634
2050,34025810004d3,755827
2051,34025810200d4,933573
2052,34025809501d1,1234730
2053,34025809701d0,50327
2054,34025809704d0,1039173
2055,34025809502d0,624673
2056,34025809703d0,47850
2057,34025809701d1,628419
2058,34025809703d1,370439
2059,34025809703d2,370439
2060,34025809701d2,359845
2061,34025809701d3,756986
2062,34025809701d4,360903
2063,34023007909d1,1233161
2064,34025803000d0,360153
2065,34025803000d1,49939
2066,34025802800d2,756165
2067,34025803000d2,626615
2068,34025803000d3,756486
2069,34025800900d5,631585
2070,34025800702d0,624355
2071,34025800702d1,358232
2072,34025800702d2,357923
2073,34025801000d0,359931
2074,34025801100d0,1112106
2075,34025800701d0,367988
2076,34025800601d0,627868
2077,34025800702d3,756790
2078,34025801100d1,628944
2079,34025801100d2,48891
2080,34025801200d0,631255
2081,34025800800d1,626553
2082,34025801200d1,629536
2083,34025800601d1,628773
2084,34025801100d3,630106
2085,34025800702d4,359795
2086,34025801200d2,629536
2087,34025812501d1,177042
2088,34025812501d2,365074
2089,34025812501d3,49199
2090,34025812502d1,1112810
2091,34025804100d0,368448
2092,34025809502d1,367769
2093,34025809501d2,1112073
2094,34025809502d2,931766
2095,34025809502d3,1110746
2096,34025809501d3,367827
2097,34025809600d0,364989
2098,34025809600d1,931595
2099,34025809502d4,933588
2100,34025809502d5,359668
2101,34025807800d0,755484
2102,34025807600d0,626972
2103,34025807900d0,48202
2104,34025807800d1,625269
2105,34025807700d0,366604
2106,34025807900d1,755688
2107,34025808001d0,625158
2108,34025807900d2,625268
2109,34025807600d1,756273
2110,34025807600d2,359294
2111,34025807700d1,356944
2112,34025807700d2,1209218
2113,34025807600d3,629431
2114,34025807900d3,629295
2115,34025808100d0,368455
2116,34025806400d0,369353
2117,34025806300d2,632517
2118,34025806400d1,631862
2119,34025806300d3,364968
2120,34025806502d0,367965
2121,34025806502d1,1110530
2122,34025806600d0,1234430
2123,34025807400d0,628192
2124,34025804800d0,628901
2125,34025805300d0,631176
2126,34025812501d4,367172
2127,34025800701d1,632573
2128,34025800500d3,363969
2129,34025800602d0,756675
2130,34025800701d2,366181
2131,34025803400d0,369199
2132,34025801400d0,359628
2133,34025803500d0,869571
2134,34025803600d0,626695
2135,34025803600d1,369977
2136,34025803400d1,50142
2137,34025801400d1,369956
2138,34025803400d2,362763
2139,34025803400d3,1108051
2140,34025803400d4,177897
2141,34025801300d0,626014
2142,34025803500d1,631433
2143,34025803500d2,369272
2144,34025812502d2,930698
2145,34025803800d0,757111
2146,34025803900d0,1236586
2147,34025812300d0,625902
2148,34025812300d1,629229
2149,34025808900d0,933519
2150,34025808900d1,363102
2151,34025810401d3,357383
2152,34025804600d0,359004
2153,34025804600d1,1111704
2154,34025804500d0,180594
2155,34025804500d1,627257
2156,34025804500d2,624345
2157,34025801800d0,757313
2158,34025801800d1,1236927
2159,34025808701d0,1113516
2160,34025808600d1,869953
2161,34025808500d0,1111121
2162,34025808600d2,756437
2163,34025808600d3,626839
2164,34025808500d1,628407
2165,34025806504d0,366515
2166,34025806600d1,366523
2167,34025806202d0,1111799
2168,34025806201d0,627030
2169,34025806202d1,1113005
2170,34025806202d2,361267
2171,34025806202d3,361007
2172,34025809502d6,631486
2173,34027041000d0,633851
2174,34027041000d1,744030
2175,34027041000d2,636461
2176,34027041000d3,792849
2177,34027041000d4,381033
2178,34027040900d0,1238726
2179,34027045804d0,638301
2180,34027046106d0,374886
2181,34027046104d0,374870
2182,34027046106d1,758023
2183,34027046106d2,371745
2184,34027046104d1,374870
2185,34027046105d0,1238739
2186,34027040600d0,633677
2187,34027040500d0,372449
2188,34027040600d1,635683
2189,34027042200d0,374639
2190,34027042200d1,182433
2191,34027042200d2,376070
2192,34027042700d0,865527
2193,34027042700d1,865507
2194,34027042700d2,372957
2195,34027043900d0,376080
2196,34027043900d1,638335
2197,34027042700d3,377736
2198,34027042700d4,865527
2199,34027043900d2,182733
2200,34027042700d5,865543
2201,34027042800d0,380625
2202,34027042700d6,53584
2203,34027042800d1,380625
2204,34027044000d0,635328
2205,34027043900d3,637867
2206,34027042700d7,865527
2207,34027042800d2,376086
2208,34027045902d0,379526
2209,34027045902d1,867295
2210,34027045901d0,52450
2211,34027045901d1,867319
2212,34027045901d2,935906
2213,34027045902d2,632633
2214,34027045901d3,634850
2215,34027041300d0,181573
2216,34027041300d1,376740
2217,34027041400d0,811538
2218,34027041500d0,633601
2219,34027041400d1,183166
2220,34027041500d1,934972
2221,34027041500d2,382330
2222,34027041500d3,382330
2223,34027041400d2,371946
2224,34027041400d3,381167
2225,34027041500d4,1239279
2226,34027041500d5,373906
2227,34027041500d6,1238893
2228,34027044401d1,51705
2229,34027045000d0,1117471
2230,34027045000d1,377684
2231,34027044900d0,51214
2232,34027045000d2,866723
2233,34027045000d3,379850
2234,34027044800d0,757909
2235,34027045000d4,374555
2236,34027044900d1,181858
2237,34027044800d1,792844
2238,34027044800d2,219471
2239,34027041901d0,637821
2240,34027041901d1,53642
2241,34027041901d2,637022
2242,34027041902d0,634524
2243,34027041902d1,372617
2244,34027041901d3,637486
2245,34027041902d2,381435
2246,34027041902d3,1116691
2247,34027046104d2,935025
2248,34027046104d3,634631
2249,34027045502d0,1114930
2250,34027046104d4,1114290
2251,34027046104d5,935025
2252,34027046104d6,183527
2253,34027042500d0,381770
2254,34027042600d0,633516
2255,34027042500d1,634091
2256,34027042600d1,376826
2257,34027042600d2,634531
2258,34027042600d3,53781
2259,34027044102d0,634344
2260,34031256805d0,386544
2261,34027046106d3,183459
2262,34027046201d0,52389
2263,34027046297d0,373814
2264,34027046106d4,757691
2265,34027042000d0,1115414
2266,34027040500d1,1115330
2267,34027040701d0,634591
2268,34027040702d0,934021
2269,34027040701d1,1114624
2270,34027040500d2,1115339
2271,34027040702d1,52223
2272,34027044702d0,1238607
2273,34027044701d0,53479
2274,34027044702d1,52426
2275,34027044702d2,379108
2276,34027044702d3,379037
2277,34027044702d4,633128
2278,34027044701d1,372407
2279,34027045402d0,370819
2280,34027045402d1,637184
2281,34027045402d2,53093
2282,34027045402d3,379639
2283,34027045300d0,381406
2284,34027045300d1,933971
2285,34027040102d0,1114009
2286,34027040101d0,637360
2287,34027040102d1,865699
2288,34027040102d2,1116158
2289,34027040102d3,375869
2290,34027046298d0,866559
2291,34027046298d1,866577
2292,34027046298d2,54167
2293,34027046201d1,638395
2294,34027046298d3,52011
2295,34027046298d4,635406
2296,34027046201d2,380717
2297,34027046201d3,380717
2298,34027043200d0,1115257
2299,34027042900d0,934254
2300,34027043200d1,1238090
2301,34027043200d2,1238090
2302,34027043000d0,865443
2303,34027043100d0,378841
2304,34027043200d3,53030
2305,34027043100d1,378840
2306,34027043200d4,1238090
2307,34027043200d5,378457
2308,34027042900d1,632901
2309,34027043200d6,1115257
2310,34027046400d0,371615
2311,34027046400d1,373171
2312,34027046400d2,371615
2313,34027046400d3,866619
2314,34027045902d3,1115967
2315,34027044102d1,637825
2316,34027045200d0,866779
2317,34027045200d1,372647
2318,34027040803d0,378602
2319,34027040803d1,638194
2320,34027040804d0,811656
2321,34027042200d3,372200
2322,34027042301d0,869155
2323,34027042302d0,181024
2324,34027042301d1,52595
2325,34027042301d2,1116198
2326,34027042301d3,375990
2327,34027042301d4,869163
2328,34027043301d0,637909
2329,34027043301d1,637296
2330,34027043303d0,371623
2331,34027043402d0,374398
2332,34027043600d0,634415
2333,34027043600d1,634414
2334,34027043401d0,1116021
2335,34027043401d1,636818
2336,34027043302d0,183655
2337,34027043800d0,869035
2338,34027043500d0,382298
2339,34027043500d1,371359
2340,34027043700d0,1114873
2341,34027043500d2,1038962
2342,34027043303d1,53155
2343,34027042100d0,374238
2344,34027045401d0,373113
2345,34027045401d1,1237216
2346,34027046106d5,181439
2347,34027041200d0,635955
2348,34027041200d1,181373
2349,34027041200d2,374951
2350,34027041200d3,633820
2351,34027041200d4,811271
2352,34027041200d5,379422
2353,34027046000d0,377990
2354,34027046000d1,1038971
2355,34027044200d0,376857
2356,34027044200d1,371868
2357,34027044601d0,1114407
2358,34027044602d0,635658
2359,34027044602d1,934877
2360,34027044602d2,53558
2361,34027044602d3,1114407
2362,34027044602d4,936343
2363,34027041704d0,636954
2364,34027041802d0,636911
2365,34027041604d0,377984
2366,34027041803d0,638131
2367,34027041706d0,1238679
2368,34027041604d1,637103
2369,34027041803d1,638066
2370,34027041803d2,375778
2371,34027041706d1,382726
2372,34027041705d0,53753
2373,34027041704d1,632598
2374,34027041803d3,634737
2375,34027041603d0,1115042
2376,34027041601d0,1237871
2377,34027040200d0,370896
2378,34027040200d1,54016
2379,34027040300d0,635187
2380,34027040200d2,378501
2381,34027040200d3,636767
2382,34027040200d4,378501
2383,34027040200d5,52524
2384,34027040300d1,636765
2385,34027040300d2,937047
2386,34027046300d0,379866
2387,34027046300d1,1237246
2388,34027046300d2,52088
2389,34027045701d0,635451
2390,34027045703d0,54174
2391,34027045704d0,377176
2392,34027046300d3,377677
2393,34027045704d1,377844
2394,34027045701d1,53500
2395,34027046300d4,378449
2396,34027040400d0,380104
2397,34027040400d1,633845
2398,34027044502d0,181521
2399,34027044300d0,375064
2400,34027044300d1,182367
2401,34027044404d0,371825
2402,34027044403d0,373366
2403,34027044300d2,633565
2404,34027044300d3,381008
2405,34027044300d4,634719
2406,34027044404d1,634607
2407,34027044404d2,371145
2408,34027044401d2,382005
2409,34027044404d3,183798
2410,34027044403d1,379410
2411,34027044403d2,379410
2412,34027044102d2,636381
2413,34027044102d3,372792
2414,34027044102d4,183110
2415,34027044102d5,1114723
2416,34027045300d2,635115
2417,34027045502d1,633686
2418,34027045502d2,373700
2419,34027045502d3,633874
2420,34027045502d4,635414
2421,34027045501d0,376197
2422,34027045300d3,378744
2423,34027045501d1,635413
2424,34027045502d5,375048
2425,34027045300d4,53498
2426,34027045300d5,52054
2427,34027045300d6,635106
2428,34027045502d6,637530
2429,34027045501d2,374205
2430,34027040801d0,935178
2431,34027040801d1,935581
2432,34027040805d0,636804
2433,34027040805d1,372390
2434,34027044501d0,757786
2435,34027045100d0,635257
2436,34027045100d1,378966
2437,34027045100d2,377581
2438,34027042100d1,635076
2439,34027042000d1,381611
2440,34027042000d2,372376
2441,34027042000d3,1036376
2442,34027042100d2,934220
2443,34027042200d4,380505
2444,34027042200d5,380505
2445,34027042000d4,935162
2446,34031116500d0,1118942
2447,34031116500d1,640361
2448,34031116500d2,866112
2449,34031116500d3,866116
2450,34031124602d0,384503
2451,34031124322d0,386675
2452,34031124900d0,638867
2453,34031124321d0,1282428
2454,34031124800d0,759017
2455,34031124500d0,383233
2456,34031125000d0,385300
2457,34031124322d1,387136
2458,34031124321d1,386588
2459,34031124602d1,384481
2460,34031124402d0,384492
2461,34031125000d1,1240961
2462,34031124900d1,642307
2463,34031124500d1,56783
2464,34031124321d2,1240546
2465,34031124900d2,1121633
2466,34031124800d1,1121980
2467,34031124602d2,1119576
2468,34031124401d0,1240092
2469,34031124321d3,937823
2470,34031124200d0,1121901
2471,34031124311d0,1282422
2472,34031124200d1,1119399
2473,34031124200d2,939464
2474,34031124200d3,1242049
2475,34031124900d3,642307
2476,34031124311d1,1240032
2477,34031124700d0,641405
2478,34031124322d2,387136
2479,34031124401d1,384769
2480,34031124200d4,1119538
2481,34031125100d1,1240846
2482,34031125000d2,641338
2483,34031125000d3,184584
2484,34031124311d2,1282626
2485,34031124200d5,1121282
2486,34031124900d4,802475
2487,34031124402d1,383670
2488,34031125000d4,1241256
2489,34031124200d6,385889
2490,34031124401d2,384769
2491,34031133701d0,868293
2492,34031143300d0,758388
2493,34031143400d0,386971
2494,34031143400d1,639879
2495,34037371503d0,398842
2496,34031154001d0,56552
2497,34031154001d1,938928
2498,34031154002d0,938817
2499,34031154001d2,1122261
2500,34031154002d1,1122111
2501,34031154002d2,384359
2502,34031154002d3,939104
2503,34031256805d1,640299
2504,34031256805d2,1239721
2505,34031163500d0,640087
2506,34031163500d1,642772
2507,34031163500d2,758618
2508,34031163500d3,758618
2509,34031256805d3,1118628
2510,34031256805d4,385798
2511,34031175402d0,55972
2512,34031175704d0,386985
2513,34031175500d0,758554
2514,34031175402d1,811944
2515,34031175703d0,802548
2516,34031175200d0,638878
2517,34031175500d1,758554
2518,34031175602d0,1282293
2519,34031175704d1,386985
2520,34031175200d1,641133
2521,34031175602d1,638626
2522,34031175401d0,758777
2523,34031175402d2,793123
2524,34031175703d1,383915
2525,34031175801d0,641164
2526,34031175402d3,385776
2527,34031175704d2,641969
2528,34031175900d0,640475
2529,34031175402d4,758429
2530,34031175401d1,938642
2531,34031175500d2,383590
2532,34031175500d3,758660
2533,34031175402d5,758429
2534,34031175402d6,184241
2535,34031175302d0,640618
2536,34031175200d2,640470
2537,34031175900d1,640475
2538,34031175200d3,184242
2539,34031182500d0,793110
2540,34031264200d0,388145
2541,34031264200d1,388144
2542,34031180300d0,1241598
2543,34031182500d1,388584
2544,34031181000d0,1291795
2545,34031183200d0,385644
2546,34031181500d0,638862
2547,34031180800d0,387734
2548,34031181000d1,793245
2549,34031264200d2,385587
2550,34031264200d3,743964
2551,34031181300d0,758228
2552,34031182100d0,387296
2553,34031180600d0,743973
2554,34031181800d0,641520
2555,34031182302d0,1282415
2556,34031183000d0,386688
2557,34031181100d0,758413
2558,34031182600d0,640650
2559,34031181800d1,938764
2560,34031182200d0,758212
2561,34031181800d2,55982
2562,34031182200d1,1282135
2563,34031181200d0,1121126
2564,34031182302d1,759284
2565,34031182400d0,792991
2566,34031182302d2,938549
2567,34031180900d0,638832
2568,34031181200d1,792861
2569,34031182400d1,793079
2570,34031264200d4,759477
2571,34031180700d0,868188
2572,34031182900d0,1282131
2573,34031182500d2,385842
2574,34031183200d1,640493
2575,34031180202d0,793165
2576,34031182600d1,641690
2577,34031181300d1,793080
2578,34031181800d3,387596
2579,34031181200d2,793072
2580,34031181200d3,792861
2581,34031183200d2,640511
2582,34031183200d3,1282678
2583,34031181800d4,383065
2584,34031183200d4,759278
2585,34031183200d5,1118798
2586,34031264200d5,868631
2587,34031264200d6,758644
2588,34031182500d3,642842
2589,34031180100d0,640116
2590,34031181800d5,555197
2591,34031183200d6,640495
2592,34031182700d0,805069
2593,34031181400d0,1240900
2594,34031181800d6,759464
2595,34031181800d7,383065
2596,34031183200d7,1121315
2597,34031182600d2,758235
2598,34031183200d8,1121315
2599,34031182500d4,388584
2600,34031203600d0,868237
2601,34031182600d3,1282261
2602,34031180202d1,56249
2603,34031182800d0,639123
2604,34031182301d0,56733
2605,34031182302d3,793013
2606,34031180600d1,868225
2607,34031182400d2,802524
2608,34031182200d2,1282836
2609,34031182200d3,792958
2610,34031181000d2,793063
2611,34031182400d3,641149
2612,34031182800d1,758372
2613,34031182700d1,641682
2614,34031180202d2,793164
2615,34031180100d1,792946
2616,34031182302d4,1282415
2617,34031196402d0,640204
2618,34031196402d1,383087
2619,34031196402d2,383087
2620,34031203600d1,868209
2621,34031203600d2,758296
2622,34031203600d3,384755
2623,34031216702d0,1121773
2624,34031216701d0,382976
2625,34031216701d1,811731
2626,34031216701d2,384670
2627,34031216701d3,184588
2628,34031216702d1,1121629
2629,34031216701d4,384695
2630,34031216701d5,640293
2631,34031216701d6,1122180
2632,34031223802d0,1121877
2633,34031223802d1,56771
2634,34031223801d0,1120080
2635,34031223802d2,386761
2636,34031223801d1,1121170
2637,34031223802d3,55201
2638,34031236602d2,1119026
2639,34031236602d3,939004
2640,34031246101d0,387747
2641,34031246300d0,938201
2642,34031246300d1,383800
2643,34031246101d1,758215
2644,34031246101d2,384849
2645,34031246300d2,938519
2646,34031246003d0,938976
2647,34031246001d0,384151
2648,34031246300d3,1121195
2649,34031246202d0,55115
2650,34031246003d1,938976
2651,34031246104d0,639288
2652,34031246103d0,642167
2653,34031246003d2,1240749
2654,34031246003d3,640488
2655,34031246203d0,641170
2656,34031246001d1,938527
2657,34031246101d3,385460
2658,34031256802d0,639070
2659,34031256803d0,387430
2660,34031256804d0,1038903
2661,34031256803d1,384951
2662,34031256804d1,383039
2663,34031256803d2,868847
2664,34031256804d2,56086
2665,34031264102d0,642241
2666,34031264102d1,387458
2667,34031264102d2,56497
2668,34031264102d3,639415
2669,34031264102d4,388118
2670,34031264101d0,642584
2671,34031264102d5,55892
2672,34031264102d6,184914
2673,34031264102d7,1121976
2674,34035052603d0,642957
2675,34035052603d1,646763
2676,34035052400d0,643157
2677,34035054100d0,394527
2678,34035052601d0,395995
2679,34035052603d2,939545
2680,34035052400d1,397359
2681,34035052400d2,646020
2682,34035054100d1,393225
2683,34035052601d1,644533
2684,34035052400d3,645321
2685,34035052603d3,646763
2686,34035052400d4,644541
2687,34035052904d0,866379
2688,34035052903d0,395491
2689,34035053904d0,395502
2690,34035054202d0,645083
2691,34035052700d0,1242265
2692,34035052700d1,390102
2693,34035052700d2,392443
2694,34035052700d3,645573
2695,34035052700d4,57581
2696,34035054201d0,939891
2697,34035051300d0,394155
2698,34035051100d0,396374
2699,34035051200d0,643501
2700,34035051100d1,389723
2701,34035053603d1,1122911
2702,34035053602d0,1124391
2703,34035053604d0,1122544
2704,34035053603d2,940713
2705,34035053604d1,646717
2706,34035053603d3,186062
2707,34035053603d4,643918
2708,34035053604d2,59623
2709,34035053602d1,187473
2710,34035050801d0,759868
2711,34035051000d0,1125101
2712,34035050701d0,646609
2713,34035050901d0,187614
2714,34035050701d1,187326
2715,34035050802d0,759795
2716,34035050703d0,395075
2717,34035050903d0,644791
2718,34035050801d1,58767
2719,34035050704d0,390882
2720,34035050901d1,389062
2721,34035050901d2,389930
2722,34035050802d1,941753
2723,34035050901d3,940411
2724,34035051000d1,1123801
2725,34035050703d1,394176
2726,34035050801d2,57543
2727,34035050801d3,759868
2728,34035050902d0,644081
2729,34035050703d2,185909
2730,34035050901d4,646666
2731,34035050802d2,186534
2732,34035051000d2,1123843
2733,34035050801d4,396166
2734,34035053707d0,393709
2735,34035054300d0,388981
2736,34035053403d0,941573
2737,34035053105d0,646419
2738,34035053404d0,389403
2739,34035053300d0,644103
2740,34035052800d0,58029
2741,34035052800d1,392286
2742,34035052100d1,58656
2743,34035052100d2,643732
2744,34035052100d3,390526
2745,34035053804d0,760096
2746,34035053707d1,646105
2747,34035053803d0,59581
2748,34035053801d0,57455
2749,34035053706d0,186032
2750,34035053803d1,644697
2751,34035053705d0,390591
2752,34035053705d1,1122684
2753,34035053805d0,58315
2754,34035053803d2,394074
2755,34035053805d1,58468
2756,34035053805d2,57553
2757,34035053704d0,1243467
2758,34035053803d3,185796
2759,34035053804d1,393642
2760,34035053706d1,759759
2761,34035053805d3,643709
2762,34035053707d2,940220
2763,34035053707d3,645194
2764,34035053805d4,186097
2765,34035053805d5,940800
2766,34035053803d4,392062
2767,34035053703d0,812030
2768,34035053705d2,392859
2769,34035053706d2,391887
2770,34035053804d2,759758
2771,34035053703d1,390380
2772,34035053803d5,643711
2773,34035052601d2,396121
2774,34035052601d3,59741
2775,34035051500d0,390708
2776,34035051400d0,646778
2777,34035051600d0,643126
2778,34035051400d1,645619
2779,34035050903d1,644427
2780,34035050903d2,393229
2781,34035050903d3,645812
2782,34035050903d4,645932
2783,34035054202d1,940202
2784,34035053602d2,389098
2785,34035053604d3,391379
2786,34035052001d0,645245
2787,34035051700d0,389008
2788,34035051800d0,759654
2789,34035051900d0,396047
2790,34035052001d1,393890
2791,34035051700d1,645627
2792,34035051900d1,185846
2793,34035052002d0,646450
2794,34035051800d1,939940
2795,34035051900d2,185629
2796,34035051700d2,645627
2797,34035052800d2,393381
2798,34035052903d1,940510
2799,34035052904d1,186691
2800,34035050600d0,186070
2801,34035050600d1,391434
2802,34035050500d0,393190
2803,34035053901d0,392801
2804,34035054202d2,392700
2805,34035054202d3,646121
2806,34035054202d4,394699
2807,34035054202d5,395844
2808,34035054202d6,397169
2809,34035054202d7,391665
2810,34035053501d0,397143
2811,34035054300d1,390784
2812,34035054300d2,759791
2813,34035054300d3,397428
2814,34035053105d1,646417
2815,34035053404d1,644275
2816,34035053501d1,395628
2817,34035054300d4,644231
2818,34035054300d5,388981
2819,34035053200d0,1242650
2820,34035054300d6,393383
2821,34035053200d1,644714
2822,34035053200d2,646640
2823,34035053501d2,646332
2824,34035053103d0,395004
2825,34035053103d1,390890
2826,34035054300d7,759670
2827,34035053300d1,644098
2828,34035053105d2,760059
2829,34035053200d3,759905
2830,34035053105d3,185573
2831,34035054300d8,645686
2832,34035050100d0,646290
2833,34035051000d3,1124952
2834,34035053602d3,395166
2835,34035050200d0,392130
2836,34035050300d0,397313
2837,34035050801d5,389735
2838,34035050300d1,1242828
2839,34035052204d0,940963
2840,34035052201d0,646008
2841,34035052204d1,812232
2842,34035052201d1,644479
2843,34035052201d2,58187
2844,34035052204d2,1124372
2845,34035052203d0,941393
2846,34035052203d1,644140
2847,34035052201d3,646097
2848,34035052203d2,396321
2849,34035052204d3,812232
2850,34035052201d4,1124601
2851,34035052201d5,644664
2852,34035052201d6,643998
2853,34035052300d0,391562
2854,34035052300d1,393684
2855,34037373500d0,867468
2856,34037374300d0,60507
2857,34037373500d1,942896
2858,34037373500d2,60267
2859,34037372300d0,944058
2860,34037372300d1,944638
2861,34037372300d2,1128083
2862,34037372300d3,401611
2863,34037372200d0,397933
2864,34037372900d0,401417
2865,34037372800d0,402062
2866,34037372800d1,1126176
2867,34037374100d0,944956
2868,34037372700d0,188271
2869,34037372700d1,1127791
2870,34037372700d2,401933
2871,34037372700d3,399218
2872,34037372500d0,1127351
2873,34037372700d4,1127791
2874,34037372500d1,648316
2875,34037372100d0,60469
2876,34037372500d2,1126599
2877,34037372600d0,944697
2878,34037371503d1,400521
2879,34037374800d0,1243928
2880,34037374900d0,648070
2881,34037374700d0,188482
2882,34037374700d1,943535
2883,34037372400d0,1127715
2884,34037371900d0,61262
2885,34037372600d1,62798
2886,34037371000d0,62362
2887,34037373700d0,943987
2888,34037373800d0,944668
2889,34037374000d0,942873
2890,34037373500d3,62402
