,scolID,RID
2030,36047077200s4,662980
2031,36047094600s1,73159
2032,36047044600s0,1292092
2033,36047003400s0,662475
2034,36047057800s1,805493
2035,36047053200s0,664683
2036,36047001100s1,663131
2037,36047024200s0,72784
2038,36047051900s2,663269
2039,36047051900s3,663269
2040,36047150200s0,663602
2041,36047150200s1,663602
2042,36047019700s1,662636
2043,36059406002s0,672282
2044,36059302502s1,674095
2045,36059411200s0,433981
2046,36059411200s3,446715
2047,36059517801s2,1144884
2048,36059300900s1,957544
2049,36059300900s4,1251082
2050,36059415000s2,80171
2051,36059411302s0,670064
2052,36059407600s3,432974
2053,36059411500s1,430255
2054,36059411500s2,444322
2055,36059414301s3,195395
2056,36059414800s1,677837
2057,36059406701s1,77092
2058,36059408900s1,666938
2059,36059410500s2,445478
2060,36059410500s3,439892
2061,36059301000s1,446360
2062,36059302900s2,676318
2063,36059301800s0,435157
2064,36059517705s1,680363
2065,36059404600s1,668508
2066,36059407302s0,432579
2067,36059412700s2,442798
2068,36059519100s0,673267
2069,36059519100s3,679988
2070,36059415600s1,430860
2071,36059518400s4,434913
2072,36059518000s1,772083
2073,36059518000s3,194536
2074,36059520900s1,675895
2075,36061002900s1,449519
2076,36061009500s1,1145969
2077,36061017200s0,1253688
2078,36061013700s2,798056
2079,36061008100s2,1251792
2080,36061026300s2,683436
2081,36061008300s4,1284985
2082,36061005400s1,960486
2083,36061012000s1,1253868
2084,36061012000s2,1253850
2085,36061012800s0,1253870
2086,36061004800s3,1145335
2087,36061004800s4,1145987
2088,36061026900s0,1145288
2089,36061026900s2,683723
2090,36061013200s3,1254020
2091,36061010800s0,1285661
2092,36061010800s2,1285814
2093,36061015100s1,1147632
2094,36061015100s2,1253794
2095,36061015100s4,1253794
2096,36061015100s5,1253794
2097,36061015100s6,1253794
2098,36061015100s7,961191
2099,36061001600s2,684320
2100,36061001600s5,774922
2101,36061003601s1,775084
2102,36061016900s2,1147263
2103,36061016900s7,1285735
2104,36061020600s2,1252799
2105,36061027300s0,449090
2106,36071013100s1,452384
2107,36071014502s3,86084
2108,36071013202s1,199797
2109,36071013900s5,454191
2110,36071010901s0,200308
2111,36071010901s3,815129
2112,36071014900s1,199524
2113,36071011900s0,200392
2114,36071011900s1,200968
2115,36079011200s1,88448
2116,36079011500s1,1156794
2117,36081140902s0,89231
2118,36081033000s1,694241
2119,36081033000s3,694241
2120,36081077902s1,692200
2121,36081101002s0,690935
2122,36081077907s1,470544
2123,36081044800s1,699262
2124,36081044602s1,1157748
2125,36081012400s2,780654
2126,36081018900s2,779734
2127,36081003300s1,800459
2128,36081084500s0,90682
2129,36081094201s1,692257
2130,36081094201s3,692258
2131,36081094201s4,692257
2132,36081061301s0,781123
2133,36081077908s2,466553
2134,36085002002s1,701031
2135,36085002002s2,474403
2136,36085013400s1,478192
2137,36085003300s0,782489
2138,36085008100s0,702668
2139,36085013201s1,703584
2140,36085029103s0,783233
2141,36085029103s1,783233
2142,36087010801s2,706938
2143,36087011502s5,975549
2144,36087011602s0,95543
2145,36087011602s4,706455
2146,36087011200s1,1014705
2147,36087011200s2,479138
2148,36087013002s2,483342
2149,36087010501s2,705174
2150,36087011303s1,1287617
2151,36103110102s1,111617
2152,36103169901s0,710805
2153,36103169800s3,717650
2154,36103190800s3,99269
2155,36103135002s1,108955
2156,36103123500s1,1019881
2157,36103145803s2,503913
2158,36103110501s1,488448
2159,36103124602s2,483824
2160,36103135104s2,720594
2161,36103146606s3,499005
2162,36103146902s0,839138
2163,36103112002s0,711858
2164,36103159406s1,513782
2165,36103147702s2,723453
2166,36103158104s1,499997
2167,36103158206s3,1173995
2168,36103158323s1,110327
2169,36105951600s3,521806
2170,36105952400s1,1016928
2171,36105950700s2,727320
2172,36111952900s0,119038
2173,36111951600s0,528460
2174,36119010801s0,126026
2175,36119010200s3,121376
2176,36119014804s3,535046
2177,36119012700s2,1191389
2178,36119007200s1,733823
2179,36119007200s2,534346
2180,36119006600s1,1002254
2181,36119010803s3,1268591
2182,36119001102s1,730995
2183,36119013800s2,553544
2184,36119015000s1,538946
2185,36119014606s0,535658
2186,36119011902s2,1270412
2187,36119001402s1,545736
2188,36119000803s0,539774
2189,36119000803s3,737129
2190,36119010500s3,540256
2191,36119009702s2,1195837
2192,36119014901s0,121766
2193,36119011200s1,531172
2194,36119010804s1,214638
2195,36119009701s0,541287
2196,36119004600s3,738074
2197,36119005902s0,121746
2198,36119005800s0,124732
2199,42017100406s0,740185
2200,42017100406s1,547803
2201,44009050801s1,25727
2202,36061017500s0,774633
2203,36059410200s1,677335
2204,34013020300s2,34483
2205,36119014808s3,833539
2206,34025811102s5,1235677
2207,36061000900s1,450074
2208,09009352300s1,17838
2209,36119010400s3,739749
2210,36119012502s2,123081
2211,36005022500s1,763687
2212,36005022500s4,763687
2213,36005022500s5,763687
2214,09003430601s1,11695
2215,34023003600s0,792418
2216,36085018100s1,703693
2217,36047045800s0,768815
2218,36119010000s1,213293
2219,36047054600s0,796070
2220,36047054600s2,795269
2221,36081129102s0,691436
2222,09005253400s1,890687
2223,36119004400s2,733782
2224,36103123701s1,488703
2225,36081086300s1,778570
2226,34027040805s2,182922
2227,36047053800s0,797352
2228,36119010600s1,535925
2229,36061014700s0,683392
2230,09003470100s2,250917
2231,34003037201s1,311982
2232,34003045100s1,748230
2233,34027041000s1,376625
2234,34027042900s2,637331
2235,34019010200s3,922396
2236,34025808500s1,932407
2237,34025808500s2,362470
2238,34037371800s1,61407
2239,34027041705s1,635507
2240,34003010200s1,594840
2241,34027046104s3,373416
2242,36047039400s0,794842
2243,36081001900s1,782107
2244,36071014301s2,459038
2245,36047083200s0,769828
2246,36061006800s1,774660
2247,36061006800s2,774660
2248,36105950900s1,1178724
2249,36005046201s1,412035
2250,36005046201s3,412035
2251,36059302300s3,771189
2252,36081114100s0,798705
2253,36059410900s0,679213
2254,36059410900s2,438827
2255,36103158002s2,513567
2256,36047036700s1,665652
2257,36119008500s2,1186968
2258,09001073100s0,136089
2259,09001073100s3,132651
2260,09001200200s2,129067
2261,09001061000s1,133319
2262,09001021801s0,228564
2263,09001100300s1,129699
2264,09001110600s1,562420
2265,09001055100s3,235743
2266,09001081100s1,134950
2267,09001211200s0,223320
2268,09001035300s1,4981
2269,09001205200s0,229084
2270,09001211000s0,2440
2271,09001220100s1,137496
2272,09001240200s2,239315
2273,09001072000s0,133201
2274,09001043900s0,135723
2275,09001030100s1,137614
2276,09001020500s1,133355
2277,09001043500s2,135599
2278,09003484100s1,1054342
2279,09003464102s0,139830
2280,09003471500s1,564693
2281,09003524700s0,569073
2282,09003416700s1,7490
2283,09003502500s0,564538
2284,09003502500s2,564538
2285,09003502100s1,571767
2286,09003510500s1,7050
2287,09003487100s2,9062
2288,09003496400s1,248497
2289,09003511100s1,140294
2290,09003480800s2,143570
2291,09003420600s0,554301
2292,09003520400s1,13143
2293,09003468102s2,141713
2294,09003514300s2,250044
2295,09003476300s1,252418
2296,09003460301s0,7821
2297,09003410102s1,8754
2298,09003494600s1,12768
2299,09003405600s0,885134
2300,09003524200s2,139595
2301,09003492600s0,251327
2302,09003415600s1,565090
2303,09005310100s0,258441
2304,09005310100s1,259640
2305,09005425300s2,259876
2306,09005300100s0,145106
2307,09005362102s0,145344
2308,09005425600s0,148402
2309,09005349100s1,892191
2310,09005360400s3,146063
2311,09007570200s0,268023
2312,09007595102s2,151942
2313,09007542200s0,150622
2314,09007560100s0,150641
2315,09007541200s3,150618
2316,09007585100s3,266972
2317,09007590100s0,268063
2318,09007550100s0,149702
2319,09009352100s0,23696
2320,09009141600s2,581715
2321,09009180602s1,17938
2322,09009125100s0,154340
2323,09009125100s1,579127
2324,09009165300s0,747373
2325,09009165300s1,747373
2326,09009165300s2,747373
2327,09009348122s0,581479
2328,09009341100s0,286208
2329,09009352400s3,155741
2330,09009130200s1,155669
2331,09009352701s1,286100
2332,09009171300s0,582725
2333,09009170600s0,155986
2334,09009170600s3,583567
2335,09009140600s1,1206903
2336,09009142200s1,218818
2337,09009140100s0,747121
2338,09009346101s0,18009
2339,09009175600s0,288923
2340,09009175600s1,156959
2341,09009186100s2,152134
2342,09009361300s1,273629
2343,09009345400s0,277064
2344,09009175300s2,152988
2345,09009165700s0,285820
2346,09009167201s1,275504
2347,09009190302s1,286063
2348,09011696300s0,292406
2349,09011716102s0,161146
2350,09009150300s0,274108
2351,09009154900s0,281906
2352,09011709200s1,161644
2353,09011702800s1,23885
2354,09011702800s4,161228
2355,09011870100s2,295488
2356,09011701100s0,290505
2357,09011695201s1,588752
2358,09011693400s0,160383
2359,09011660101s1,159802
2360,09011705101s0,161771
2361,09011690300s0,586973
2362,09011710100s1,848135
2363,09013535100s2,911533
2364,09013526102s0,162398
2365,09013850200s1,299141
2366,09013533101s2,163486
2367,09011702500s1,587116
2368,09015904400s0,27854
2369,09015800300s0,304167
2370,09013881200s0,162961
2371,09015815000s0,164793
2372,09013530301s0,162611
2373,09015800700s0,302753
2374,09015907100s1,914478
2375,34003026100s1,596672
2376,34003032103s1,317716
2377,34003008000s0,593507
2378,34003030200s1,594526
2379,34003031300s1,599229
2380,34003001000s2,598791
2381,34003060000s0,594268
2382,34003015200s1,317418
2383,34003023502s0,749255
2384,34003038100s0,1090058
2385,34003047500s0,31805
2386,34003054500s0,320950
2387,34003057101s0,319612
2388,34003043002s1,315730
2389,34003011200s1,748013
2390,34003041301s0,29796
2391,34003019102s0,1225705
2392,34003044201s0,597464
2393,34003006201s0,915115
2394,34013011700s0,607361
2395,34013001100s0,608441
2396,34013016000s0,606780
2397,34013014200s0,168981
2398,34013018700s0,322213
2399,34013021802s2,169038
2400,34013019500s0,606074
2401,34013021602s0,328474
2402,34013017400s0,750117
2403,34013015400s1,606036
2404,34013009200s0,791820
2405,34013005200s0,607927
2406,34013022700s1,604503
2407,34013021000s0,328558
2408,34013001800s0,919608
2409,34017006700s1,609564
2410,34017014600s0,331071
2411,34017019800s0,610345
2412,34017015802s2,37135
2413,34017017000s1,610817
2414,34017002000s0,920624
2415,34017010600s1,610242
2416,34017014400s0,920643
2417,34017012900s0,752466
2418,34017018100s0,792111
2419,34017013500s0,751759
2420,34019011800s0,1099941
2421,34017018500s0,751704
2422,34021002904s1,38870
2423,34019010900s0,333033
2424,34019010900s1,611353
2425,34021004405s0,38079
2426,34021002100s1,172274
2427,34023000300s1,924723
2428,34023005601s1,42220
2429,34021004310s1,39649
2430,34023008504s0,622059
2431,34023000200s1,350255
2432,34023008202s0,174139
2433,34023006207s0,344647
2434,34023007600s1,928764
2435,34023000901s2,924861
2436,34023004300s0,616584
2437,34023007301s1,43624
2438,34023002102s1,346675
2439,34023007000s1,617996
2440,34023008102s2,43201
2441,34023002402s0,622081
2442,34023002805s0,173531
2443,34023006608s0,175530
2444,34023001702s0,349736
2445,34025802000s0,624022
2446,34025806000s1,364960
2447,34025806400s1,49575
2448,34025802700s0,630049
2449,34025802100s0,178545
2450,34025807700s1,366096
2451,34025800100s0,929819
2452,34025801600s0,355807
2453,34025806202s1,177192
2454,34025812000s0,933104
2455,34025809902s0,368625
2456,34025810700s0,629135
2457,34025804600s1,357972
2458,34027043900s0,376080
2459,34025809000s0,367545
2460,34027045000s0,376043
2461,34027040701s3,936668
2462,34027045704s0,636981
2463,34027045501s0,382567
2464,34027041902s1,380019
2465,34027042100s1,181351
2466,34031180100s0,1121952
2467,34031175801s0,802548
2468,34031125000s1,386768
2469,34031154001s1,383874
2470,34031182302s1,638939
2471,34035051300s0,646581
2472,34035053705s0,187485
2473,34037372000s1,1243965
2474,34037371400s4,189108
2475,34037374800s0,400667
2476,34039037100s0,405085
2477,34037374600s0,62861
2478,34039034900s2,652707
2479,34039039700s2,651108
2480,34039032700s0,652285
2481,34039035600s0,650538
2482,34039034800s0,403950
2483,34039033800s1,652435
2484,34041031402s0,190681
2485,36005006700s1,413371
2486,36005006300s2,655432
2487,36005007100s1,412266
2488,36005007100s2,656851
2489,36005007100s3,656851
2490,36005004100s2,658121
2491,36005007700s0,658140
2492,36005013300s0,764011
2493,36005002800s0,656100
2494,36005002800s3,412514
2495,36005008700s2,654997
2496,36005016700s3,794142
2497,36005039300s0,794238
2498,36005039300s3,794056
2499,36005040900s1,655707
2500,36005040900s2,655707
2501,36005040900s4,411766
2502,36005040900s5,654826
2503,36005040900s7,656220
2504,36005040900s8,655708
2505,36005040900s9,655707
2506,36061030900s2,80849
2507,36061030900s4,80849
2508,36061030900s5,80849
2509,36061030900s7,80849
2510,36061030900s8,80849
2511,36005037504s1,412384
2512,36005003500s0,413139
2513,36005022800s0,1131762
2514,36005022800s1,1131762
2515,36005013100s1,763031
2516,36005013100s3,793855
2517,36005005600s1,413675
2518,36005005600s4,413675
2519,36005005600s6,413673
2520,36005019400s0,67153
2521,36005019400s1,67153
2522,36005016500s2,656964
2523,36005020100s0,654702
2524,36005027300s2,66532
2525,36005015700s0,411274
2526,36005015700s1,794128
2527,36005015500s0,657152
2528,36005012901s0,657999
2529,36027110004s0,193692
2530,36027120000s0,71279
2531,36027190203s0,192965
2532,36027190203s1,193126
2533,36027080103s1,193380
2534,36027040003s0,951713
2535,36027220901s0,415904
2536,36027050103s1,949805
2537,36027190401s1,193598
2538,36027150006s1,419688
2539,36061013900s0,1285603
2540,36061013900s1,1285603
2541,36047001300s0,663156
2542,36047001300s1,424676
2543,36047001300s2,1139236
2544,36047001500s1,423984
2545,36047001500s2,423984
2546,36047023500s0,664370
2547,36047023500s2,664370
2548,36047015500s4,765864
2549,36047095000s1,73052
2550,36047095000s3,73052
2551,36047003900s2,795805
2552,36047003900s3,795797
2553,36047032500s1,796839
2554,36047048500s0,766064
2555,36047048500s2,766064
2556,36047119600s0,424192
2557,36047115600s0,802947
2558,36047115600s2,802947
2559,36047115600s3,802947
2560,36047035400s0,662881
2561,36047035400s1,767101
2562,36047030600s0,661994
2563,36047030600s1,661994
2564,36047092400s2,665629
2565,36047092400s4,665629
2566,36047026700s0,803384
2567,36047026700s1,803384
2568,36047024300s0,795564
2569,36047005300s1,764817
2570,36047011000s0,767912
2571,36047039300s2,662211
2572,36047043300s2,802853
2573,36047049900s0,766751
2574,36047049900s2,766750
2575,36047049900s3,766751
2576,36047090000s0,664548
2577,36047040400s0,664082
2578,36047030200s1,766236
2579,36047030800s1,424134
2580,36047007000s0,660932
2581,36047004600s0,665016
2582,36047061600s0,425395
2583,36047008400s2,423307
2584,36047031100s0,664212
2585,36047031100s1,664212
2586,36047030500s1,796181
2587,36047003300s0,424658
2588,36047051700s0,766100
2589,36047046800s0,803668
2590,36047018200s0,805248
2591,36047062600s0,766984
2592,36047027100s0,768954
2593,36047118000s0,469590
2594,36047118000s1,469590
2595,36059520002s0,666860
2596,36059303800s0,434417
2597,36059416900s2,442304
2598,36059411901s0,432097
2599,36059303201s0,445893
2600,36059517600s0,677066
2601,36059522700s1,439321
2602,36059519702s0,814037
2603,36059518501s1,678819
2604,36059409300s0,959503
2605,36059413300s0,78929
2606,36059409000s3,76421
2607,36059413500s0,196483
2608,36059517102s1,432004
2609,36059413001s0,677814
2610,36059520502s0,670074
2611,36059407402s1,436076
2612,36059405900s1,445279
2613,36059405700s0,442578
2614,36059405302s0,77034
2615,36059413200s2,677157
2616,36059414001s1,673413
2617,36059302200s1,682954
2618,36059406400s2,77046
2619,36059300300s2,773706
2620,36059415402s1,433768
2621,36059404901s0,671619
2622,36059407700s1,74803
2623,36059521802s1,442334
2624,36059404800s0,772955
2625,36061003001s0,798241
2626,36061003001s1,798241
2627,36061000202s0,80605
2628,36061011800s0,1147766
2629,36061011800s1,1147766
2630,36061011800s2,1147766
2631,36061011800s3,1147766
2632,36061003700s1,961556
2633,36061001300s0,450419
2634,36061001300s2,450419
2635,36061011900s0,450265
2636,36061011900s1,1145790
2637,36061003900s1,684149
2638,36061005700s0,684327
2639,36061013500s0,774187
2640,36061013500s1,774187
2641,36061013500s3,774187
2642,36061014900s0,684604
2643,36061008900s6,1252595
2644,36061021703s1,960527
2645,36061021703s2,961062
2646,36061022102s0,450303
2647,36061022102s2,450303
2648,36061002201s0,683899
2649,36061001002s0,80694
2650,36061031703s0,774756
2651,36061001800s0,798303
2652,36061001800s1,798303
2653,36061012700s0,1292291
2654,36061012700s2,1285989
2655,36061016200s2,1145997
2656,36061018900s1,1146730
2657,36061017401s0,1253878
2658,36061017000s2,1285219
2659,36061027700s1,774089
2660,36061027700s2,774089
2661,36061027700s3,774089
2662,36061027700s5,774089
2663,36061009100s0,798247
2664,36061007200s0,1252529
2665,36061005000s0,774666
2666,36061005000s1,774666
2667,36061005000s2,774666
2668,36061005000s3,774666
2669,36061014402s0,1253446
2670,36071011200s1,198526
2671,36071011801s1,1148237
2672,36071013800s0,457705
2673,36071010801s1,83684
2674,36071011601s1,84633
2675,36071012602s0,1148246
2676,36071013700s0,81982
2677,36071000100s0,82079
2678,36081046100s0,698805
2679,36081017900s0,553940
2680,36081017900s1,743402
2681,36081017900s3,776324
2682,36081017900s4,553940
2683,36081017900s5,776324
2684,36081109700s0,699855
2685,36079010700s1,462828
2686,36079010900s2,1154841
2687,36081005700s2,781769
2688,36079011800s0,87389
2689,36081074700s0,697725
2690,36081053401s0,699243
2691,36081053401s2,699243
2692,36081156700s1,972112
2693,36081016300s0,971672
2694,36081138501s0,698285
2695,36081059500s1,799105
2696,36081045200s0,800300
2697,36081045200s1,800302
2698,36081045200s4,800302
2699,36081080900s1,470574
2700,36081080900s3,465263
2701,36081088901s2,779520
2702,36081011400s0,697920
2703,36081005800s1,697378
2704,36081100802s0,1286527
2705,36081100802s2,1286527
2706,36081024600s0,695476
2707,36081141700s1,693726
2708,36081116100s0,781662
2709,36081029400s0,779887
2710,36081086400s0,470166
2711,36081130100s0,1159407
2712,36081004500s0,800651
2713,36081043701s0,694960
2714,36085011202s0,702333
2715,36085004000s1,782534
2716,36085000900s0,477883
2717,36085027702s1,477508
2718,36085019800s0,93071
2719,36085019800s3,701168
2720,36085000700s0,702706
2721,36085021300s1,92127
2722,36087010802s0,480870
2723,36087011102s0,706771
2724,36087011302s0,480082
2725,36087012401s1,706373
2726,36087012800s1,480356
2727,36103170001s0,491484
2728,36103147300s1,493786
2729,36103146001s1,980510
2730,36103170202s1,1165649
2731,36103110502s0,715112
2732,36103135101s1,707913
2733,36103111504s1,204649
2734,36103159506s1,787237
2735,36103145704s1,713294
2736,36103158205s2,988267
2737,36103146500s3,100449
2738,36103147401s1,98223
2739,36103123101s2,502134
2740,36103159108s0,714508
2741,36103158704s1,103931
2742,36103158405s0,981151
2743,36103124300s0,786439
2744,36103124300s1,1175954
2745,36103146901s2,512226
2746,36103159204s0,1171239
2747,36103170201s1,719400
2748,36103190502s0,112578
2749,36103200902s1,719720
2750,36103200902s3,497425
2751,36103112102s3,718427
2752,36103158110s3,111909
2753,36103158709s1,717745
2754,36103158709s2,786703
2755,36103134906s0,108936
2756,36103124001s0,720756
2757,36103158319s0,723936
2758,36103158401s2,99740
2759,36103111900s2,836164
2760,36103158011s0,106291
2761,36103158006s1,710530
2762,36103158502s0,787480
2763,36103122705s2,95871
2764,36103122406s1,818412
2765,36103147902s0,709223
2766,36103159412s2,103879
2767,36103110902s0,712348
2768,36103112212s0,515503
2769,36105950200s2,208147
2770,36111951900s0,211348
2771,36111953600s0,527390
2772,36111953600s1,529620
2773,36111953700s0,211942
2774,36111953800s3,210961
2775,36111954800s2,526207
2776,36111953000s0,117496
2777,36111951000s0,120419
2778,36111953300s1,209595
2779,36111955400s2,527681
2780,36119014604s0,533186
2781,36119005002s0,533938
2782,36119011800s1,531742
2783,36119010300s1,213634
2784,36119007600s2,213418
2785,36119011600s0,732911
2786,36119005200s1,544325
2787,36119008301s0,735359
2788,36119013400s1,1196704
2789,36119000401s0,539762
2790,36119000702s1,212958
2791,36119014607s0,539195
2792,36119011300s1,537211
2793,36119001700s0,737226
2794,36119002900s0,735277
2795,36119012101s1,738084
2796,36119008302s0,535097
2797,36119005400s0,737612
2798,36119010702s1,545139
2799,36119012304s1,212554
2800,36119013102s0,122452
2801,36119014500s0,531021
2802,36119012200s1,531790
2803,36119007500s1,120838
2804,36119002104s0,545805
2805,09003524600s0,569425
2806,36047098400s0,73168
2807,36047099000s0,795189
2808,36047099000s2,795187
2809,36081046300s2,469253
2810,36081064500s1,690580
2811,36081064500s2,690580
2812,34013023000s1,751392
2813,34023008406s0,754677
2814,09009142000s1,1071569
2815,34017006100s1,609389
2816,34021004203s3,39289
2817,36081109900s1,781813
2818,36005002800s2,412114
2819,36005005100s2,657310
2820,34003049002s2,595602
2821,36047015500s2,797210
2822,34031181800s3,387058
2823,36047004100s0,795798
2824,09003473502s0,143565
2825,34039039800s0,648693
2826,36061014401s0,683566
2827,36027050203s1,191376
2828,09009175300s3,152988
2829,34025808600s3,369322
2830,36081152901s0,775821
2831,09013890100s0,589365
2832,36047007700s1,768001
2833,36047053500s0,661550
2834,34021002701s2,615201
2835,09005253600s1,14618
2836,34025812200s1,1108489
2837,09009142400s1,285831
2838,09011701100s1,588488
2839,34039037100s1,406742
2840,36059414800s0,1140814
2841,36059406001s0,773324
2842,34025804500s2,624344
2843,34017001800s1,609848
2844,34017004102s2,1097565
2845,34037371400s2,398369
2846,36085002002s4,701738
2847,34021003202s0,864786
2848,09003462201s5,243665
2849,36105951800s0,727224
2850,36081025800s0,470944
2851,36005040900s3,655707
2852,09013530200s1,299518
2853,36059519601s1,75261
2854,09009345400s1,282118
2855,42017105509s3,216722
2856,34035052203s0,1124097
2857,36081077906s0,780501
2858,34039033900s0,652926
2859,36119010701s0,216052
2860,09001074400s1,791293
2861,36061030900s0,66198
2862,09001073100s4,228577
2863,09003480700s3,139303
2864,34031181702s2,758918
2865,36059405500s1,431318
2866,34031175703s2,385815
2867,36047050900s0,767530
2868,36047069000s0,803768
2869,34025807600s1,756273
2870,34023002703s0,1231988
2871,36119012502s0,1001487
2872,09001205100s1,1044002
2873,36103169701s1,109908
2874,09011702800s3,24892
2875,36081109700s1,468581
2876,36061016600s0,774299
2877,36059519300s1,681797
2878,34035053200s1,185848
2879,36081044800s0,471009
2880,09001200200s3,220651
2881,34003039300s0,30889
2882,36005022902s0,763684
2883,34023009400s1,354502
2884,34003038100s2,1090058
2885,36059416000s0,445103
2886,36081077500s0,469585
2887,36047021800s1,765867
2888,36087012700s1,203236
2889,09001021300s0,555995
2890,36119014804s0,214588
2891,09011702400s0,159017
2892,09009165900s0,577349
2893,36047020500s1,803907
2894,09003460203s0,248869
2895,34027040805s3,375799
2896,36005046201s2,411674
2897,09001060300s0,229325
2898,34021001300s1,615661
2899,36081092800s1,777354
2900,34013013100s0,602685
2901,36047059100s0,794471
2902,36047035500s0,803928
2903,34003051400s1,594137
2904,36047105804s4,423329
2905,09007680100s0,148945
2906,36061027300s1,683717
2907,36005022000s0,656135
2908,36005004300s0,656390
2909,09003524400s0,248382
2910,36047025901s0,796725
2911,09001071400s2,744125
2912,09007620100s0,150796
2913,09003480800s1,1213097
2914,34023001701s0,343228
2915,36081125700s1,804609
2916,36059411200s2,444991
2917,36005033500s0,654804
2918,36103169704s1,726944
2919,34037374700s1,399881
2920,36081077904s0,776188
2921,36027020005s0,69459
2922,34039036700s3,648644
2923,36061029900s4,814374
2924,09009165100s1,285682
2925,36061016100s0,683380
2926,36081119500s0,698976
2927,36119012304s0,1189544
2928,36047038500s1,802869
2929,36081157903s1,800918
2930,34031124322s0,56281
2931,34025803900s0,368203
2932,36081027100s0,775859
2933,36059412800s0,667171
2934,36005029302s0,658103
2935,09003468102s0,252538
2936,36059416402s0,670919
2937,36081103202s3,698442
2938,36085020803s0,475375
2939,09009350400s0,19129
2940,34017000700s0,610578
2941,34017002400s1,1096845
2942,36047044500s0,665396
2943,09007670200s2,151852
2944,36081048900s0,696129
2945,34025806501s0,178220
2946,36061011401s0,774287
2947,09003515102s1,141804
2948,34039037500s2,648749
2949,34023001412s0,623062
2950,34037371400s5,62160
2951,09009184500s0,17561
2952,36047069602s1,660848
2953,42017100803s0,547756
2954,36005006000s0,413575
2955,34013020500s0,605502
2956,34017004102s1,331159
2957,36059518400s0,448771
2958,34013006200s0,329007
2959,34039037800s2,946074
2960,09001010900s1,132739
2961,36061025700s0,961577
2962,36047120800s1,769133
2963,36047079400s11,661662
2964,34013018600s0,325833
2965,36005021001s1,764237
2966,09001071400s1,744487
2967,36047054700s0,664862
2968,36103124602s0,506839
2969,34031223802s3,55676
2970,34023007101s0,622052
2971,09003416500s0,140576
2972,09005253600s0,144204
2973,34039032700s3,650914
2974,36081100802s1,1286527
2975,36087012202s3,478265
2976,09011650100s0,292473
2977,34013010500s2,325957
2978,36119011300s3,213157
2979,42017105704s1,550125
2980,36081017000s0,778906
2981,36081063301s0,468081
2982,09003515200s0,566279
2983,34003035200s1,319426
2984,34013018800s1,608109
2985,36081140901s0,777316
2986,36059406400s0,773647
2987,36061014802s1,1285361
2988,09013535100s0,301141
2989,36103124200s2,483655
2990,36047025800s0,805322
2991,36005006100s5,411141
2992,36005030900s1,656933
2993,36119010600s0,736351
2994,36081101002s2,472756
2995,36103123900s0,102324
2996,09009175900s1,20871
2997,09001210300s0,223465
2998,36027190301s0,952899
2999,09003415400s0,12723
3000,34003044100s2,30333
3001,09003514600s2,570690
3002,36005046201s6,411674
3003,09003515101s1,244487
3004,36085014608s0,703603
3005,34027042301s1,378982
3006,09007550201s0,1293596
3007,36047061004s0,661977
3008,34039031601s0,1130059
3009,36119001200s1,732963
3010,09003510500s0,568146
3011,36119001302s1,123678
3012,36047037700s0,769366
3013,36119010400s2,532929
3014,34017002700s1,36617
3015,36103170002s2,517904
3016,36081074900s0,466520
3017,36103190706s0,218465
3018,36047051700s1,766100
3019,36061021303s1,1146840
3020,34017014400s1,329558
3021,09001043800s1,1048718
3022,34025807100s1,46612
3023,36119001401s0,538049
3024,36081039800s0,466710
3025,09005293100s0,264658
3026,36005036902s0,763775
3027,34023008208s0,345414
3028,09015800600s1,305259
3029,34041031102s1,65283
3030,34003017400s1,30185
3031,36081080900s2,89896
3032,34003015500s0,592894
3033,36005016700s2,794142
3034,34037373000s0,1126140
3035,34027041801s0,51493
3036,36085013800s0,701882
3037,34023003800s1,622072
3038,34017005300s0,36781
3039,36061001800s4,798303
3040,09003487201s1,138526
3041,09009352000s0,282295
3042,09009343101s2,583229
3043,34027043000s1,378070
3044,09015902500s2,840733
3045,36005022102s0,793940
3046,34031246201s0,641548
3047,36081098100s2,780448
3048,36103158711s0,1264817
3049,36061031703s2,683990
3050,34003043002s0,166921
3051,34017001100s2,609071
3052,36047051900s5,795986
3053,34025809701s4,50906
3054,34013013500s0,750951
3055,36119011500s1,732906
3056,36081144700s0,693130
3057,34021002800s0,753546
3058,09005303100s0,889232
3059,34027043401s4,182919
3060,34003050000s1,592531
3061,36047024000s0,660992
3062,09011702300s0,295277
3063,34031246003s7,384090
3064,09003466101s3,569416
3065,34035051900s1,185846
3066,36119014808s0,833499
3067,34025810001s2,356341
3068,09001030300s0,1389
3069,36103190401s0,496719
3070,34021004309s0,614748
3071,36047022400s1,805438
3072,34003046200s1,748788
3073,34021001800s0,341179
3074,34025809701s1,360904
3075,09007560200s1,1217543
3076,34013016000s2,323732
3077,36047042800s0,765209
3078,36061003800s1,80908
3079,09009361100s1,584260
3080,36061015700s0,1285027
3081,36005033700s0,657374
3082,36047119800s0,766156
3083,34003054600s2,167230
3084,34039036200s2,760368
3085,34023001002s1,40943
3086,34035054201s1,185456
3087,34021001101s0,171904
3088,34019011600s0,331933
3089,36103158308s0,713824
3090,34003003100s1,317358
3091,09001090400s2,135661
3092,34003059200s0,596964
3093,36005007300s1,793702
3094,36119001600s1,731068
3095,36103110600s0,707354
3096,36047087401s0,803913
3097,36081027300s1,697419
