,scolID,RID
221,34027046106s3,757691
222,34027040102s1,1116158
223,34027041901s0,53642
224,34027041901s1,379319
225,34027042700s0,865527
226,34027041200s0,370930
227,34027045804s1,372221
228,34027044601s1,635658
229,34027046201s1,380717
230,34027046201s2,638395
231,34027045901s2,634850
232,34027044404s1,371824
233,34027043200s0,181462
234,34027046400s0,183056
235,34027046400s1,867163
236,34027045502s2,375253
237,34027046000s0,633445
238,34027046000s1,636363
239,34027044300s1,380686
240,34027043401s1,869139
241,34027042000s1,635072
242,34031124402s0,938638
243,34031124321s1,386589
244,34031216702s0,185023
245,34031246003s5,938976
246,34031124401s0,640397
247,34031203600s0,758296
248,34031246103s1,388366
249,34031216701s2,184588
250,34031246001s1,384151
251,34035053105s0,643573
252,34035053105s1,646418
253,34035053105s3,760059
254,34035051600s0,58751
255,34035053103s0,812092
256,34035052700s3,187342
257,34035053704s0,1243467
258,34035051000s2,394371
259,34035050801s1,759795
260,34035053604s0,941605
261,34035053604s1,1122544
262,34035054300s0,759791
263,34035053707s0,394723
264,34035052603s0,642957
265,34035054202s0,58972
266,34035054202s3,186137
267,34035054202s4,394699
268,34035054202s6,395844
269,34035052601s2,187347
270,34035053501s1,187073
271,34035050902s0,186113
272,34035053602s1,185851
273,34035052201s0,644479
274,34035050802s1,185833
275,34035050500s0,645662
276,34035050903s0,645932
277,34035050903s2,644791
278,34035050703s0,941840
279,34037373100s1,1126858
280,34037373100s2,399184
281,34037372500s0,1125789
282,34037372500s1,1126599
283,34037372900s1,401417
284,34039037700s0,403778
285,34039037700s1,650044
286,34039037800s0,760957
287,34039037800s4,404373
288,34039037800s5,652318
289,34039037800s6,190338
290,34039036600s0,1129831
291,34039036600s1,407178
292,34039036600s3,64145
293,34039036600s4,408060
294,34039036600s6,407178
295,34039037300s1,403155
296,34039038000s1,652871
297,34039038000s2,652580
298,34039038000s5,650151
299,34039038000s6,650151
300,34039038700s0,1128505
301,34039037500s0,406596
302,34039036400s1,1129805
303,34039038800s1,867890
304,34039033600s0,409410
305,34039038300s2,189967
306,34039038101s0,405187
307,34039036301s1,404821
308,34039036700s1,648650
309,34039034200s3,648950
310,34039030802s4,760895
311,34041031401s1,409929
312,34041031101s0,1245381
313,34041031101s2,812795
314,36005039500s1,802675
315,36005013500s0,411493
316,36005023704s2,793904
317,36005037200s5,793535
318,36005022200s1,411562
319,36005038700s2,1245698
320,36005029700s0,763955
321,36005018302s5,413041
322,36005018302s6,657254
323,36005025500s0,412179
324,36005032400s0,802584
325,36005032400s3,66217
326,36005021001s0,764237
327,36005001600s0,763705
328,36005001600s3,763387
329,36027110005s2,191016
330,36027100000s2,829662
331,36027060201s1,419999
332,36081077906s1,775903
333,36027170000s1,414305
334,36027070101s2,813144
335,36027221001s0,419367
336,36027160005s2,422021
337,36027070201s3,191121
338,36027050102s0,955621
339,36027200002s1,69125
340,36027200002s3,951667
341,36027200002s4,193044
342,36027140700s1,192271
343,36027140700s2,192119
344,36027140700s3,72367
345,36047050500s2,663540
346,36047006600s1,764958
347,36047029800s1,665210
348,36047048000s0,425718
349,36047013400s0,764958
350,36047074800s0,803671
351,36047033700s1,768466
352,36047022700s0,425890
353,36047022700s1,766539
354,36047123700s4,664365
355,36047014100s1,797384
356,36047003500s1,663576
357,36047019500s0,769558
358,36047082200s0,767149
359,36047019200s0,802812
360,36047093200s0,766874
361,36047085600s0,796194
362,36047050804s0,660957
363,36047088800s0,660875
364,36047081000s0,797376
365,36047088600s0,769626
366,36047088600s1,769628
367,36047021300s0,663544
368,36047088200s0,426087
369,36047084600s1,796735
370,36047084600s2,665668
371,36047040000s0,769031
372,36047079400s1,665862
373,36047079400s7,769796
374,36047021700s0,664185
375,36047050600s0,662650
376,36047021600s0,768995
377,36047112200s0,802948
378,36047092200s0,1248759
379,36047092200s1,796528
380,36047013000s0,796338
381,36047016700s1,767410
382,36047052600s1,765302
383,36047094600s0,661149
384,36047112600s1,802938
385,36047015700s1,766500
386,36047010200s0,764842
387,36047024600s0,1292094
388,36047085400s0,765831
389,36047006200s0,765079
390,36047057800s0,805493
391,36047069602s0,794336
392,36047024200s2,805149
393,36047049400s0,797296
394,36047086000s0,768483
395,36047105801s0,72720
396,36047051900s4,663269
397,36059411400s4,439132
398,36059413600s0,674652
399,36059300900s5,682020
400,36059300900s7,432562
401,36059407203s1,680533
402,36059407600s1,78283
403,36059414201s0,194665
404,36059412400s0,76407
405,36059520800s1,196647
406,36059414400s0,675990
407,36059518300s0,434783
408,36059518300s1,675115
409,36059413900s0,666493
410,36059413900s1,675879
411,36059413900s2,667354
412,36059413900s3,679043
413,36059405200s0,682804
414,36059414301s2,797855
415,36059406701s4,196967
416,36059406701s5,196967
417,36059406701s6,196967
418,36081054000s0,699045
419,36059301102s1,680916
420,36059301102s2,432192
421,36059301102s3,957178
422,36059301000s2,73643
423,36059301000s4,195312
424,36059301800s1,440869
425,36059517705s0,196591
426,36059412100s0,771328
427,36059412100s1,679054
428,36059412200s1,441667
429,36059410100s1,445462
430,36059407501s0,79657
431,36059407501s1,770550
432,36059406501s0,668984
433,36059407302s1,427202
434,36059414002s0,675793
435,36059414002s1,682311
436,36059416401s1,772344
437,36059521400s1,1143152
438,36059518400s5,671984
439,36059518000s0,672622
440,36059520900s0,677781
441,36061018600s0,774627
442,36061018600s3,1147325
443,36061003800s0,80908
444,36061003800s2,1254050
445,36061023802s0,81099
446,36061017700s1,1147724
447,36061017700s7,1147726
448,36061017200s4,1285663
449,36061015300s1,961381
450,36061008100s0,1284981
451,36061013800s1,774650
452,36061016100s3,1145784
453,36061005400s2,1145330
454,36061014500s0,683398
455,36061019200s1,1146366
456,36061006400s0,81181
457,36061001600s0,683828
458,36061018100s2,1147251
459,36061016900s6,1285735
460,36061022600s1,1146235
461,36061022600s4,1146223
462,36061020600s0,1146275
463,36061020600s1,1252801
464,36071011400s2,85202
465,36071014502s2,452659
466,36071014101s3,200905
467,36071014700s1,86601
468,36071013201s1,82582
469,36071000400s0,798346
470,36071013900s3,450688
471,36071010901s1,461470
472,36071010901s4,197944
473,36071012900s1,198047
474,36071014900s2,200330
475,36071010700s0,458389
476,36071010700s1,687399
477,36071011000s1,1147800
478,36071011000s2,84125
479,36079011100s1,462712
480,36079011900s0,88803
481,36079011600s1,463264
482,36079011200s3,202341
483,36081014700s0,776344
484,36081063800s1,691522
485,36081044601s0,691341
486,36081033000s2,694241
487,36081033000s4,694241
488,36081059000s0,691351
489,36081063200s1,782312
490,36081065600s0,781947
491,36081033402s0,467043
492,36081033402s2,1259583
493,36081062200s0,799009
494,36081044602s0,468972
495,36081013000s0,699894
496,36081024300s0,693260
497,36081037300s0,1259464
498,36081103202s6,91071
499,36081066501s0,468273
500,36081010300s0,697784
501,36081092500s0,778333
502,36081134700s0,690390
503,36081049900s0,694389
504,36081041500s0,468253
505,36081041500s1,465839
506,36081005900s0,799723
507,36081068300s0,780317
508,36085002002s3,476960
509,36085013400s0,704689
510,36085009700s0,476592
511,36085003300s2,782489
512,36087011502s3,482357
513,36087011502s6,975748
514,36087012501s3,705407
515,36087011602s5,94756
516,36087011200s3,481980
517,36087011200s4,483044
518,36087011200s5,706331
519,36087012502s0,827960
520,36087012502s2,481249
521,36087012502s3,481257
522,36087010102s0,204367
523,36087013002s1,706732
524,36087013002s3,481490
525,36087011501s3,479732
526,36087011501s4,975969
527,36087011101s1,480812
528,36087011603s2,479441
529,36087010901s1,479536
530,36087010501s3,482811
531,36087010702s1,478911
532,36087010804s1,202978
533,36087011303s2,94898
534,36103159601s1,835108
535,36103110102s3,105175
536,36103169800s2,108059
537,36103123202s0,722660
538,36103112210s1,715822
539,36103135209s0,502249
540,36103170002s1,835922
541,36103190800s1,714442
542,36103135002s2,715695
543,36103112213s1,110782
544,36103112213s2,489110
545,36103145804s0,1173732
546,36103145804s1,499591
547,36103110401s0,1263763
548,36103146605s0,485072
549,36103111703s2,784351
550,36103112206s2,784368
551,36103135104s3,502656
552,36103146606s1,721659
553,36103146606s2,725115
554,36103169902s1,988424
555,36103146902s1,516530
556,36103146902s2,499430
557,36103112002s3,711945
558,36103146203s2,512467
559,36103159000s1,713001
560,36103147702s1,499439
561,36103135301s1,516052
562,36103134904s0,831964
563,36103134904s1,494569
564,36103134904s3,511191
565,36103158323s0,713768
566,36103146705s2,503645
567,36105952500s1,727781
568,36105950700s1,523895
569,36111951700s0,526531
570,36111951300s3,117062
571,36111954500s1,1181064
572,36111952900s1,210886
573,36119010200s2,215781
574,36119008901s0,1192349
575,36119014804s1,212732
576,36119014804s2,1188367
577,36119012700s4,123092
578,36119013104s1,1018122
579,36119006600s0,735491
580,36119010803s1,536431
581,36119014809s0,545975
582,36119014809s1,1004208
583,36119005100s1,121220
584,36119000600s0,537728
585,36119000600s2,737135
586,36119001101s0,737139
587,36119015000s0,539225
588,36119015000s2,125594
589,36119014606s1,125981
590,36119012600s1,216087
591,36119011902s5,1008352
592,36119005701s1,534321
593,36119010500s1,540256
594,36119010500s4,540256
595,36119009703s0,121904
596,36119011200s2,730945
597,36119011200s3,1007680
598,36119006801s1,215482
599,36119006802s3,538316
600,36119004600s2,738074
601,36119006400s1,789758
602,36119005902s1,740119
603,42017100807s1,550057
604,42017100807s2,821246
605,42017100807s3,1274524
606,42017105202s0,870140
607,42017105509s0,741504
608,42017105809s0,741186
609,42017105203s0,550583
610,44009050801s0,160695
611,09015900100s0,590476
612,36047015200s0,662054
613,42017105506s0,741758
614,34013020300s1,919102
615,34031223802s1,385425
616,34031223802s2,386719
617,09003500400s4,567358
618,36047047200s2,766557
619,36047047200s3,766557
620,36061000900s0,449900
621,36027140101s0,1246560
622,36119012502s3,534764
623,36005022500s3,763687
624,34021003301s1,339084
625,09003462101s0,139063
626,09003494201s0,246272
627,36119012303s0,1005149
628,36059521100s0,957675
629,36059521100s2,438890
630,36047024700s1,73201
631,34017014300s0,329635
632,34017014300s1,36887
633,34003002300s0,748367
634,34035053805s1,58315
635,36081051200s0,799534
636,34021003905s0,172036
637,34039035400s0,945762
638,34021003704s0,339788
639,34023008503s3,1104619
640,36119003000s0,735274
641,36047054600s1,796070
642,36047032100s0,796602
643,36047032100s1,424643
644,34023000802s0,616445
645,34013017302s3,605056
646,34023008300s0,355377
647,34025800500s0,756349
648,09005253400s0,260859
649,34021003703s0,1102008
650,34021003703s1,614375
651,36047093800s0,796355
652,36081029500s0,778176
653,34027040805s0,183359
654,34035053300s0,643611
655,36047011900s2,72860
656,34027045100s0,371241
657,36047082400s0,767795
658,34027046297s0,373814
659,36047089000s0,795873
660,36047089000s1,662409
661,36119010600s3,734886
662,34031124200s0,55913
663,09009125200s0,1076255
664,09001205100s0,877005
665,09003470100s0,142038
666,09009346102s0,1031329
667,09009166001s0,277434
668,09003490302s0,1051928
669,09003487400s0,856509
670,09003487400s1,1213416
671,09013881100s1,1084132
672,09001245300s1,135248
673,09001245300s3,221649
674,09001042800s0,414
675,34021003904s1,614423
676,34021003009s0,340197
677,34025810200s0,932814
678,34023000100s0,619456
679,34023006204s1,1103962
680,34013009500s0,605851
681,34039038201s2,189623
682,34027042900s0,632901
683,34019011001s0,37305
684,34013011900s0,607651
685,34019010200s0,171041
686,34027042500s0,377518
687,34023009300s0,864968
688,34025811900s0,1100783
689,34031256803s0,387430
690,34025808500s0,1111121
691,34025808500s3,629376
692,34037371800s0,397798
693,34039035800s0,652130
694,34027045401s0,637212
695,34021003002s0,1279913
696,34003024100s0,33036
697,34013014000s0,1093437
698,34017017700s0,330936
699,34017001800s0,1228561
700,34023006101s0,926300
701,34003042302s5,808863
702,34035051100s0,389723
703,34037374700s0,943535
704,36047051400s0,797119
705,36081025400s0,695648
706,36071014301s1,86300
707,36071013000s1,966644
708,36071013000s3,81385
709,36071015200s1,1154274
710,36047020500s0,768506
711,36047003700s0,423605
712,36081099801s0,697234
713,36085006400s0,701477
714,36111950500s1,525800
715,36059412000s0,438527
716,36059410900s4,680982
717,36027050205s0,70111
718,36047050700s1,424224
719,36047036700s0,665654
720,36047096400s0,765391
721,36047096400s1,423675
722,36119008500s0,123131
723,36081028300s0,800336
724,36047028700s0,769019
725,36047053100s1,662518
726,09001073800s0,802310
727,09001073900s0,791269
728,09001061000s0,239725
729,09001210800s0,220104
730,09001020100s0,854420
731,09001100300s0,229296
732,09001055100s2,4842
733,09001043800s0,562474
734,09001042900s0,133974
735,09001090400s0,2466
736,09001090400s4,135661
737,09001090200s0,4498
738,09001205200s1,234462
739,09001240200s1,1033398
740,09001245100s0,135265
741,09001245100s1,129813
742,09001245100s2,129813
743,09001245200s0,2179
744,09001043900s1,1430
745,09001042500s0,135127
746,09001043100s0,560574
747,09001030100s0,130844
748,09001030200s0,136490
749,09001044300s0,224322
750,09001043500s0,129255
751,09003484100s0,846940
752,09001030500s1,841484
753,09003460204s0,565337
754,09003524400s1,569590
755,09003500500s0,143495
756,09003503900s1,745603
757,09003503900s2,746082
758,09003502100s0,565645
759,09003487100s1,255779
760,09003492500s0,565225
761,09003511100s0,1057785
762,09003520501s0,257744
763,09003420600s1,571451
764,09003473502s2,142582
765,09003468102s1,247606
766,09003473800s0,247686
767,09003464101s0,255396
768,09003476300s0,254184
769,09003484200s0,252249
770,09003510600s1,242438
771,09003410101s0,571081
772,09003524100s0,138891
773,09005290100s0,1061015
774,09005290100s1,1061015
775,09005425300s3,145861
776,09005265100s0,260824
777,09005425600s2,146933
778,09005306100s2,259006
779,09005253500s1,258640
780,09005360400s1,14768
781,09005320200s0,572992
782,09007595102s0,151955
783,09007590100s1,149810
784,09007590100s2,1217750
785,09007640100s0,1066091
786,09007600100s0,149961
787,09007630100s0,892943
788,09009125100s2,582464
789,09009344200s0,20562
790,09009348124s0,578882
791,09009140700s0,288578
792,09009352400s0,22292
793,09009352701s0,1219240
794,09009194202s1,903112
795,09009140600s0,281813
796,09009142200s2,289207
797,09009345100s1,1069457
798,09009345100s2,1069457
799,09009130101s1,1076021
800,09009186200s0,152244
801,09009167300s0,288995
802,09009167300s1,155755
803,09011714101s1,587050
804,09011716101s0,295407
805,09011712100s0,160202
806,09011709200s2,297223
807,09011870100s1,159650
808,09011702100s0,290597
809,09011700100s0,24621
810,09011700100s1,158013
811,09011660102s0,26232
812,09011715100s0,294614
813,09011708100s0,1082143
814,09011693300s0,160624
815,09013526101s0,910001
816,09013850200s3,1083334
817,09013890201s1,27757
818,09013860100s0,162407
819,09015902200s0,747820
820,09015904400s1,27931
821,09015800300s1,747926
822,09013528100s0,162799
823,09015815000s1,165013
824,09013533102s0,299035
825,09015906100s1,164381
826,09015907100s0,591424
827,09015907200s0,302585
828,09015907300s2,166182
829,09015820000s0,1224281
830,09015820000s1,1278763
831,09015825000s0,1086600
832,34003058200s1,594449
833,34003021200s1,318886
834,34003046200s0,602248
835,34003002100s0,29208
836,34013010100s1,326087
837,34013002400s1,918068
838,34013018700s1,327607
839,34013018300s1,607839
840,34013000600s0,750897
841,34013004200s0,605720
842,34013012900s0,606398
843,34013020200s1,607382
844,34013011400s0,605943
845,34017015802s0,610112
846,34017017000s0,751569
847,34019010701s0,611556
848,34019010100s0,922542
849,34021004307s1,615131
850,34023007906s0,173267
851,34023004500s1,621009
852,34023006701s3,344199
853,34023008202s2,347345
854,34023007600s0,620964
855,34023000901s1,809953
856,34023007000s0,622369
857,34023007000s2,622369
858,34023005000s0,753863
859,34023008405s0,345439
860,34025810900s1,366768
861,34025810502s0,1108447
862,34025807003s1,792531
863,34025811600s0,361999
864,34025806400s0,631862
865,34025809100s0,933519
866,34025808300s0,756839
867,34025812501s0,178019
868,34025812501s1,178019
869,34025807600s0,359294
870,34025809901s1,631236
871,34025806202s0,628335
872,34025810402s2,361920
873,34025812000s1,1112866
874,34025804100s0,368448
875,34027043900s1,933837
876,34027045000s1,374556
877,34025808900s0,358132
878,34025808200s0,802451
879,34027044800s1,792844
880,34035052100s1,390526
881,34035051300s1,58628
882,34037372800s0,402062
883,34037374300s0,400634
884,34037374800s3,188101
885,34037371100s0,1126819
886,34039032700s1,406865
887,34039037900s0,649159
888,34041031500s0,409799
889,34041031200s0,1130771
890,36005003900s5,67226
891,36005007100s0,656851
892,36005004300s2,656390
893,36005004100s1,657778
894,36005015200s0,412920
895,36005014900s1,655231
896,36005016700s1,764041
897,36005016700s4,794142
898,36005014701s1,794090
899,36005038301s1,793906
900,36005003500s1,794120
901,36005031000s1,413363
902,36005037100s3,656522
903,36005011700s1,802645
904,36005000400s1,762357
905,36005008300s2,657015
906,36005021601s2,412559
907,36005022300s0,763998
908,36027080202s0,414935
909,36027130003s1,194005
910,36027180001s0,72452
911,36027040001s0,68298
912,36027150004s1,1135257
913,36027060400s0,658705
914,36027080103s0,191173
915,36027040003s1,956040
916,36027060301s0,951345
917,36027050103s0,191071
918,36027190401s0,1133471
919,36027210301s0,418280
920,36027140801s0,659432
921,36047088000s0,663960
922,36047029100s1,767755
923,36047049700s0,765577
924,36047111800s2,665161
925,36047090800s2,72808
926,36047032600s1,423510
927,36047087600s0,661458
928,36047036501s1,956314
929,36047083000s0,425062
930,36047008200s0,764804
931,36047040100s0,663946
932,36047030200s2,766236
933,36047016000s1,73064
934,36047030100s1,425721
935,36047038500s0,802869
936,36047025100s0,768673
937,36047018700s1,664887
938,36047036600s0,662728
939,36047117000s0,796436
940,36047118000s2,469590
941,36047089600s1,803842
942,36047029700s0,661510
943,36047017900s0,662638
944,36059520001s0,446175
945,36059407801s0,770193
946,36059517802s0,429578
947,36059416900s0,74089
948,36059416900s3,436652
949,36059411901s1,669500
950,36059411700s1,675734
951,36059302800s1,674432
952,36059302102s1,770781
953,36059517500s0,78126
954,36059517600s1,79802
955,36059406900s0,771854
956,36059518700s1,440476
957,36059518700s2,429170
958,36059518700s3,672253
959,36059518501s2,448105
960,36059518501s3,678464
961,36059413400s0,442035
962,36059408200s0,682070
963,36059413803s1,196743
964,36059413500s1,959963
965,36059413500s2,679328
966,36059517901s0,674998
967,36059520502s1,677299
968,36059416801s0,682293
969,36059407402s2,444582
970,36059521601s0,431010
971,36059408500s0,194952
972,36059519601s0,195484
973,36059413200s0,673936
974,36059302200s0,446608
975,36059517400s0,678956
976,36059301700s0,773358
977,36059407201s1,431335
978,36059415402s0,442218
979,36059416202s0,433707
980,36059519900s1,77467
981,36059520401s0,429894
982,36059518800s0,674551
983,36059518204s0,681626
984,36059519602s0,681822
985,36059404500s0,678566
986,36059521802s2,445101
987,36059415300s0,675795
988,36059412900s0,435632
989,36059412900s1,670248
990,36059412900s2,678822
991,36059407502s0,677707
992,36059521602s0,681055
993,36061009700s0,684081
994,36059413700s0,79346
995,36059413700s1,770614
996,36059521700s0,447956
997,36059521301s0,439339
998,36061019400s0,1147507
999,36061008900s1,1252595
1000,36061022102s1,450303
1001,36061019800s1,774622
1002,36061002601s0,1285015
1003,36061002800s2,1285591
1004,36061017000s3,1146704
1005,36061019600s1,1145889
1006,36071011801s0,82145
1007,36071013800s1,1150781
1008,36071014202s0,461222
1009,36071010801s0,686756
1010,36071011601s0,83708
1011,36071010500s1,200863
1012,36071014800s1,687094
1013,36071010101s0,687482
1014,36071014600s0,457411
1015,36071010802s0,199175
1016,36071010802s1,1254342
1017,36071014501s0,451907
1018,36071011500s0,460722
1019,36071013400s0,197794
1020,36079010200s1,464317
1021,36079010500s0,201771
1022,36079010500s1,969372
1023,36079011300s0,87338
1024,36079010900s0,1256639
1025,36079011800s3,1155302
1026,36081020600s0,696794
1027,36081053401s1,699243
1028,36081156700s2,776573
1029,36081050800s0,468983
1030,36081035300s0,1259054
1031,36081113900s1,778726
1032,36081088901s0,775964
1033,36081093800s1,693664
1034,36081065900s0,88904
1035,36081004002s0,472193
1036,36081005100s1,804790
1037,36085020700s1,702001
1038,36085001100s1,703774
1039,36087010601s0,94733
1040,36087010200s0,203918
1041,36087010602s0,204496
1042,36087010902s0,480773
1043,36087011403s0,202989
1044,36087011401s0,204280
1045,36087010803s0,203413
1046,36087010803s1,480987
1047,36087013300s0,1162249
1048,36087011405s0,94839
1049,36087011700s0,704819
1050,36087013401s0,94035
1051,36087012401s0,974431
1052,36087012000s0,483071
1053,36103159300s1,101326
1054,36103147300s0,516152
1055,36103146105s0,979475
1056,36103146105s1,493439
1057,36103146105s3,707582
1058,36103146105s4,979475
1059,36103145605s0,515224
1060,36103146001s2,724734
1061,36103170202s0,1165649
1062,36103170202s2,831958
1063,36103159506s0,500386
1064,36103159506s2,786651
1065,36103159506s3,711137
1066,36103159506s4,96714
1067,36103145805s0,107037
1068,36103158205s0,725469
1069,36103146500s0,98216
1070,36103146500s2,1165166
1071,36103159602s1,839590
1072,36103147401s0,484835
1073,36103159102s0,500536
1074,36103123101s0,484649
1075,36103123101s3,106562
1076,36103158409s0,510609
1077,36103158804s0,499695
1078,36103158712s0,103344
1079,36059522000s0,503171
1080,36103159105s1,707857
1081,36103146611s0,113013
1082,36103158704s0,716681
1083,36103158704s2,103720
1084,36103190503s0,837462
1085,36103190503s1,710976
1086,36103135003s0,719273
1087,36103124500s0,801270
1088,36103147901s1,721404
1089,36103146901s1,721687
1090,36103159204s1,496296
1091,36103170201s0,499636
1092,36103158010s0,490430
1093,36103158010s1,204733
1094,36103146800s0,712779
1095,36103146800s1,499259
1096,36103147803s1,109404
1097,36103200902s2,98907
1098,36103200902s4,517235
1099,36103201100s0,707296
1100,36103145604s0,483828
1101,36103145604s1,95681
1102,36103145901s0,785327
1103,36103122602s0,723239
1104,36103200901s1,486348
1105,36103112102s0,837586
1106,36103112102s1,786367
1107,36103112102s2,712215
1108,36103190603s0,720304
1109,36103159404s0,491047
1110,36103158110s0,709813
1111,36103134906s1,484285
1112,36103110402s0,721346
1113,36103147402s0,494208
1114,36103158309s0,720258
1115,36103158304s1,714386
1116,36103190601s0,505777
1117,36103159107s1,724055
1118,36103158900s0,979615
1119,36103158401s1,714962
1120,36103158606s0,500679
1121,36103111900s1,721202
1122,36103110803s0,498905
1123,36103122501s0,1167264
1124,36103122501s1,1167264
1125,36103158001s0,517729
1126,36103158011s1,713526
1127,36103147601s0,489866
1128,36103146604s1,205085
1129,36103145703s0,721724
1130,36103145701s0,516602
1131,36103122705s1,489118
1132,36103147502s0,719047
1133,36103147502s1,785768
1134,36103123702s0,726146
1135,36103123702s2,711841
1136,36103190504s0,1173327
1137,36103159203s0,716475
1138,36103145808s0,721402
1139,36103147701s0,716441
1140,36103111506s0,95792
1141,36103111801s0,493723
